profile,iso_class_id,representative_hash,class_size,graph_hash
"(3,1,0,0)","(3,1,0,0):iso-00003",8f64930e02595e61efd85247d4c0b2595920c76d7c17f50bf647a8bb48880187,273,969285deb2424c22da3d4e26905232b63bbc93e8490dbdfda2a2e31cd2eca1d5
"(3,1,0,0)","(3,1,0,0):iso-00003",8f64930e02595e61efd85247d4c0b2595920c76d7c17f50bf647a8bb48880187,273,5f35b4b0fa184d6991926e7d05b8b2a082da629907cc50b0ca7493a43a578d8a
"(3,1,0,0)","(3,1,0,0):iso-00003",8f64930e02595e61efd85247d4c0b2595920c76d7c17f50bf647a8bb48880187,273,ea3f707630d87ed8341332329acd3fc73504a336d575941a9db68745512e0a8e
"(3,1,0,0)","(3,1,0,0):iso-00003",8f64930e02595e61efd85247d4c0b2595920c76d7c17f50bf647a8bb48880187,273,fe8fd430fc44da2f6325626d9a0b8e8ccd70572f72ab61c314e98dd26dbbc801
"(3,1,0,0)","(3,1,0,0):iso-00003",8f64930e02595e61efd85247d4c0b2595920c76d7c17f50bf647a8bb48880187,273,824167ec817fd9d45a26ad5f2f89e5cc2b2f9e7d907c450d15d41ba13d1979fa
"(3,1,0,0)","(3,1,0,0):iso-00003",8f64930e02595e61efd85247d4c0b2595920c76d7c17f50bf647a8bb48880187,273,f42421450ea983f1db3a06a82b1e713215e2c9b836485c3a96e2a6f2c8b2e83a
"(3,1,0,0)","(3,1,0,0):iso-00003",8f64930e02595e61efd85247d4c0b2595920c76d7c17f50bf647a8bb48880187,273,1f43e660c5a6c5b8f0a8cd7cc0251c318c285c452101e85d6625cee971b8ada2
"(3,1,0,0)","(3,1,0,0):iso-00003",8f64930e02595e61efd85247d4c0b2595920c76d7c17f50bf647a8bb48880187,273,3b4e05d6e823da7f4da0cc81289e52775c2142f104dec188aef4704e7c1548a3
"(3,1,0,0)","(3,1,0,0):iso-00003",8f64930e02595e61efd85247d4c0b2595920c76d7c17f50bf647a8bb48880187,273,c81b64cb5a2f63cb99d38dcbd824cf081e2de20509e90ba85d147240e70abc0f
"(3,1,0,0)","(3,1,0,0):iso-00003",8f64930e02595e61efd85247d4c0b2595920c76d7c17f50bf647a8bb48880187,273,faf0bfc577f54fd1baf427886733b37bfbbd72d6fc1691e0e71a6cbba7409f2a
"(3,1,0,0)","(3,1,0,0):iso-00003",8f64930e02595e61efd85247d4c0b2595920c76d7c17f50bf647a8bb48880187,273,984485ee9ad7e3e6afd5be9c3ea78a2e06a5f83f8a6216f313aa0dc5fd697b77
"(3,1,0,0)","(3,1,0,0):iso-00003",8f64930e02595e61efd85247d4c0b2595920c76d7c17f50bf647a8bb48880187,273,9099c04fa2458c68144f8b97585be2f1360c003f2e1b54e542d5856b082a3bbb
"(3,1,0,0)","(3,1,0,0):iso-00003",8f64930e02595e61efd85247d4c0b2595920c76d7c17f50bf647a8bb48880187,273,1349775acbf94fada407481303fb332d8b6025a72b759447ae94f8bf3e5ccc07
"(3,1,0,0)","(3,1,0,0):iso-00003",8f64930e02595e61efd85247d4c0b2595920c76d7c17f50bf647a8bb48880187,273,a1899ba35658c80da5c27c53ebc6f7c88d2b6faadcbe2b6e47e90c4584696184
"(3,1,0,0)","(3,1,0,0):iso-00003",8f64930e02595e61efd85247d4c0b2595920c76d7c17f50bf647a8bb48880187,273,5688203bf5c7e60115b765a3728a3ae51ea7a4f71675cf48d064ffd210ba73d9
"(3,1,0,0)","(3,1,0,0):iso-00003",8f64930e02595e61efd85247d4c0b2595920c76d7c17f50bf647a8bb48880187,273,05f345f58131bfd16822578b8ae6b9b97e130f71acfe0be94dc1dd4c858105e3
"(3,1,0,0)","(3,1,0,0):iso-00003",8f64930e02595e61efd85247d4c0b2595920c76d7c17f50bf647a8bb48880187,273,3287c0ece519499b790de7b1a7a433ade46bbee317b2c4067881fe11946a6b20
"(3,1,0,0)","(3,1,0,0):iso-00003",8f64930e02595e61efd85247d4c0b2595920c76d7c17f50bf647a8bb48880187,273,3f6f6a1f42685535dbfea57761640bdaa4a29b76650425eb55a5f497abc04301
"(3,1,0,0)","(3,1,0,0):iso-00003",8f64930e02595e61efd85247d4c0b2595920c76d7c17f50bf647a8bb48880187,273,1c299a7bab1c48e0184fd877cabefb972bf3c2e3f76dee60afe2f263bf381d12
"(3,1,0,0)","(3,1,0,0):iso-00003",8f64930e02595e61efd85247d4c0b2595920c76d7c17f50bf647a8bb48880187,273,d43e22113a6c6bbae0f690c1f2c409a5934e0d0712a6a9d263a015f5a59f2b3f
"(3,1,0,0)","(3,1,0,0):iso-00003",8f64930e02595e61efd85247d4c0b2595920c76d7c17f50bf647a8bb48880187,273,15569dd07e9788efb84d2316b527f1143f6fe802185b42a076803c3366a955b1
"(3,1,0,0)","(3,1,0,0):iso-00003",8f64930e02595e61efd85247d4c0b2595920c76d7c17f50bf647a8bb48880187,273,f45c71f8680bc881f86ec80e0dd2ce21bbdc1458bce6038fe72e98992d4cdb82
"(3,1,0,0)","(3,1,0,0):iso-00003",8f64930e02595e61efd85247d4c0b2595920c76d7c17f50bf647a8bb48880187,273,97b9cc5d1097e1d1b026b9782898500d258ac1988b5d8d7c11ae2f9222fff852
"(3,1,0,0)","(3,1,0,0):iso-00003",8f64930e02595e61efd85247d4c0b2595920c76d7c17f50bf647a8bb48880187,273,4769ef2b2b0558e3ce3996bbc0310099f213d51c8a7b818d1f781bd9d8755913
"(3,1,0,0)","(3,1,0,0):iso-00003",8f64930e02595e61efd85247d4c0b2595920c76d7c17f50bf647a8bb48880187,273,0d6a7693d410d45fd9c49ea0767ddf6d382be41684c60cd5f51c83a63cc505c1
"(3,1,0,0)","(3,1,0,0):iso-00003",8f64930e02595e61efd85247d4c0b2595920c76d7c17f50bf647a8bb48880187,273,1d32f0cdb88e045cf660cd30ea1e8c02c1caf68c42b11213e8f5a3549b6cf32e
"(3,1,0,0)","(3,1,0,0):iso-00003",8f64930e02595e61efd85247d4c0b2595920c76d7c17f50bf647a8bb48880187,273,5b6cf2d1415b2a3468d9368cad1cdbf91f81ded7d98e8c31227d6ba8de19905d
"(3,1,0,0)","(3,1,0,0):iso-00003",8f64930e02595e61efd85247d4c0b2595920c76d7c17f50bf647a8bb48880187,273,c1d45bbd0750b7df5b542a7410fb8a4e5b8bc7ebea785e286aab01c125d8c7e4
"(3,1,0,0)","(3,1,0,0):iso-00003",8f64930e02595e61efd85247d4c0b2595920c76d7c17f50bf647a8bb48880187,273,6c83356f027166e98356a09ad9b7aff842bd971fc1fde9ec9615d2d6ef00f7f6
"(3,1,0,0)","(3,1,0,0):iso-00003",8f64930e02595e61efd85247d4c0b2595920c76d7c17f50bf647a8bb48880187,273,da90b2711e8449dc6eabcc29a8adb6b754077010574577eb279d9a801e50fa0f
"(3,1,0,0)","(3,1,0,0):iso-00003",8f64930e02595e61efd85247d4c0b2595920c76d7c17f50bf647a8bb48880187,273,d54e33c41f39fb157cac9de520929d9e6c53294f1a633eb37a0468dc1ac2f30b
"(3,1,0,0)","(3,1,0,0):iso-00003",8f64930e02595e61efd85247d4c0b2595920c76d7c17f50bf647a8bb48880187,273,a145791e1089e43a5d07ba85f1ac33e21d1db3f3b8e53866b40733caa69d39f0
"(3,1,0,0)","(3,1,0,0):iso-00003",8f64930e02595e61efd85247d4c0b2595920c76d7c17f50bf647a8bb48880187,273,5a100434c2cfeeb3ec9e8b7a0cf83bd873defa66ff708459fdf6e0e014b3e76e
"(3,1,0,0)","(3,1,0,0):iso-00003",8f64930e02595e61efd85247d4c0b2595920c76d7c17f50bf647a8bb48880187,273,a80188a3c7aa0fa925bffdbe281a80d52cebaf31764adab6685d69e536155f0a
"(3,1,0,0)","(3,1,0,0):iso-00003",8f64930e02595e61efd85247d4c0b2595920c76d7c17f50bf647a8bb48880187,273,0ab04c3e6df9069e15c296b50a365099b03571ac714e1d1864cd0f91e588df08
"(3,1,0,0)","(3,1,0,0):iso-00003",8f64930e02595e61efd85247d4c0b2595920c76d7c17f50bf647a8bb48880187,273,8aabec447f1537c0a1273b02246a3d89665fcbb7a573f2bab2f4a564ab30382f
"(3,1,0,0)","(3,1,0,0):iso-00003",8f64930e02595e61efd85247d4c0b2595920c76d7c17f50bf647a8bb48880187,273,dadd2b95617e8156de5925c0acb13cddfd5d012b9a294696fb29fe2af38f842a
"(3,1,0,0)","(3,1,0,0):iso-00003",8f64930e02595e61efd85247d4c0b2595920c76d7c17f50bf647a8bb48880187,273,674b150aff09993f1056863bc460b1e4935eeba68d2fc098a7ac97fcf447a722
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,b7a480495e733ca775233c55e183f868b07aa7d00fa1a0bdaf97f4293bdccde4
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,e44623cf6805b3b232a6626cd42a5b1bc26240a1eb2ea303179c5ed262094989
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,6499618f3b35a2421b312a02864532b5a695f924395cee4e76119a5150c9c6ed
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,f06b908ae11f8571dcdd51bedaddd9302454c47241498d98627fc43cc947d811
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,75bb1f772a5f432978c1a03eee615c74a46a7f94d559f1684939041cf9683eb0
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,7bc37765a54375f37433a73ed9f529564b595b5cfaa42b1fa9e217bdb60c754c
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,e60dc98d1d5f645828dd0f1c1b06e56b91c08e6f11b57d452c812331a4f7c0a2
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,3cb09286a03482e11153d279fd3aa9fc819cbb45d34cc374882893f6c51d216f
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,e471903fca39122ce89a0fd697187ab74ee68e4935987f25d55b7200d3d2bd4f
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,3867547addbee5be24cb302878bd3d16ed2ec4f97e7701345cee29e1340aaa3e
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,fbc4940f3cf70120ff0597626ec8077fc4a5eeee1f4e0e3d283115accc857d76
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,63a027cf6df9557c8c0ce6546fb065d82ecb25ee2d8ea4e9aee5185ae40725e1
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,dd1a87bb8eea06ebaa57d64ce5cccd43c60662923627914f65ac5ddd7943da76
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,c70472360dafd2d9695ea70380a94a49323302b4cac77dcd644647deb78aeac3
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,2a1e605c8176d039bc0b801f2379c607b64ae37c0878ac4cbb946d46ad640d47
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,6c491e0abfe9b20ef8ad9462c5b2d270e9b899fd391ee97ae71c7388b3aa95d2
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,1a912732ceabeaead576944c1d91d9fd88a5fc9cf2ee9285e3f106e0fb8ef7b9
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,cda3e8cb73f56145c00c24b3fd24628cf2536bb963b8825b9b9b53244d50bf05
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,3fb973be9f613291de94e58891b6cdbaf337c5cb10ff93766fec6bf6168a34c4
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,02b7191c6567d94d9e7bea362127c39e9e733adcfb8eb4f13dd03739c550a6ca
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,d2b3273c66f80c6b7f9d27971ade37704cefe98f5b02741afeade8fe18873de9
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,aa2a6feb7b8b2da88b5c45ebce0f43a5f7be34270f95607c882a30a2624d72af
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,edf27e0d0877b85e74becf7f2e681d252fc6fb9752ca243d9befd603d89b1567
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,2b2347b07c6898dfcdba28965a850879c8be3a0c4c15c6d061b6b50c01d83da8
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,77c6bccd9d5700a3ff434860716bee9ffcdbaaf04b930ef236b3179f636b2e43
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,8811f0b5f26c3a83486c1130bba88655f179c425540f438ed24c72bd52e19253
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,db5188f8fb92aedffed6800e74c2c43585a01aa4bb41782af322c95a459a429f
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,8c2159f8f0eb3a27cc97ba79207f714093331e783899581ae68c73976612b4e8
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,d8eea884262ee80f09805c6b8c2adb5a96fb34ddf9d73cdb866ef7541f8a8920
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,cd6f8741fc916cb90b8136fe68d5da59556b81ee6dcfa25f61129c4a8421137f
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,8b9eb3df93dffd9d151e285aea644c627aaedf95236b020f878a968afbc85d32
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,d6e893b8525eb94ae184a8ceb41a9638c01914cc43d8520aac96415b9dba985b
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,343f4ed9fd0477f9cb7ec66a382f0b5f3f8851d71ae8d8826ce09d86a4cc55bb
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,f1c4ae7c182e3b179866f6bed3c6fc5886d44b066ce73a40422e574ac822d803
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,44da40fd07de4441c4b146c3e2291e462f506adb5f3ee6eb83ec318ec57157e5
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,6602e52e6786a1038ceefe171e494fd8aa30a1cc27ee41686ac4341d9561ff33
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,4be4f6064a89e84d2faee92228cf797bfc244eacbe46389f9b56ba6e6f4be05e
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,9dcf74bb2b58c9c25f53dc81e3a4bc8607079727e64bd7711d19e1d28a98b3ad
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,94f503a97368aea795f824a5e2efcfc2136194f6815b34a704afd83baaa0cb22
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,9151577ab53bb365b842e2b8317829b8845a8508851e870b1d216880c18c81e0
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,c47980018ded7aec544a5861ccc8ae9d061275e8ef6ab0b8f69211c1a9c278d3
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,499888c91f4c792bae081d4b9ad4cb4ee5f903916e25e81cf5aae4664b97516f
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,22db40b4359dda9d60290b2e13b57421badbfe1757b52fea929313daa9dfcb60
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,7a47c9dd7a25817820aa792d64921c4cd9ddfb6c27b647e0e24dd3be755f53e5
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,23c6a3de40237b3212219eb79f878e7558cc0aedfd90817e816de2f25fb0299f
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,850879cc4c982e6f12a500297ec81315c84431da582b55270bca937860fe4446
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,5c441ceae8b4f180663a76329b723ecb70e260e0d8b293aab991923f701dc68c
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,d7a352973fe6f50d8abb6c4bd5acc3cca8a63f8bd0c58610cb973e850ceb1443
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,7a67252bc6d6c8e1ea52b809b74c11ca0bb114071a3ae1cd05d489b09fc95c6e
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,5ce3569bad8d57206d013a5fc5eb2e7b6755fb04cd737c386e9673746e1b7cf2
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,91af872325cfed0328e6382ece71a5c27663420f92ca542ec4f15b3efec4e364
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,a4acb0065db71caace407816565c9de408fbfaa4a6451133a7d6374870f21226
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,8caa892d41ac315031917de7bc0a6ab95ff69059b38651b28c83288defa8ece1
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,ad44d6b5a1b32afc1c747d2d7b726b2214076bc81be272de8acfeecc8487ebb8
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,dd0a69eb90826838ae3771e2d6fe9b5f32540971df48399891a98f8e14097c05
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,4091015abf5c90d3afc868264c4e5f2d6f517d3b1c1788c4e6da90f8b55be2ab
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,33aeb0afbbe5e0b8a7f018e20b3f7c97fbd05d136f4a10d950018a6ab9614bed
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,178b0812cd8e9e2817d76285ff52d96bcea7727ef158b8467ffd3bf0bf9a3ff5
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,1bd5f10a3fd8cd5310132e187a8933fee72be4a0578e8021ab37c571496b3aa3
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,44d0ec051ea14f3861ed874f56038ce083bab8eb236f9a2e97b3b98032ecbc82
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,632a0e16b97f959a3eea2f287ebb0a3be29a84c75beb8c113846e9052c3808ab
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,bbf37032b39af18006ca806ce48023f1948a0ec2726d309369981a1016e85cce
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,0fd0c4215eb8a7eb57d4c42da6c9164f8119ef35cd58c5a0b7372dab0bb7da76
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,612bfae2756c5f3874d523f4bc28748766728991efb898c01710189d10ef7364
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,b430aed42a056b214e71c9a4ecae00cc972a579fe85e97d920f503402e540e93
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,1d6a294f8c768e25e2d77e11c7204d0b674c2e58bbc2937a34c9016a506b1fe6
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,61c202bef592353e54ae002ab56ebc09245ce7f49a217cc91323ce0d15cf7dcd
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,536d2e297face130df3a6101bd3f01ac0a0a5bd812585234b42c7d8aaff43d54
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,fdab47681d6beb6fc2c0cd8b6c6a5002e6e5c29f2974550f726e79fb04ba2e61
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,8bcf00d49e1056db458a09a4034118c1e8cbdfc1daf28ebc64d6564f2ad572d7
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,aad460e7070ba2d2149bda963006eba4d2ffc7a7b13642a276c416253c7bb12b
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,9092b3d071bcdbd29c9853e89f1f1535d292be26588f13c7098fc987c2f5ff55
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,313d414be41db7f62218ef0ab3aa8c0fee851afa66063551544c5ff4c008b289
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,7b21a54de763b301a50123e2bf49b0ae9f9650032e2179e96597e239f854d73a
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,198cb80fe73205f72fd544ade82c1fd9ff6c06154dc3a433b9f369f835207385
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,81e7299dd4fcfba34f24dc8a33fc0bb93ed92db04e423cf4a2bbe49d41ac1df8
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,4ade65ae93a844ec727d3d3911700f2434307dc76d062fb79af870518d845917
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,8744a2dee834f2eac5f7146b32f6364798fd2489b06f259873c25a80ffed975e
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,bce03d946db22048eeb6810a75fd0236db86b1b4a88ce7884e3ba8ed42bc9652
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,69f26d7e3692ba12126b056e69d978a187b19426fc5236da5d6c8fbb03846920
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,82d65b10b2a821df8ac3888f113b4cce8b543fb7e527d390c09236b60583d652
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,d443893ec77bf8c4776140489449d4eb46eec4355817bfca836ebe2f74b37ab5
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,848751b97a0d1a6c566f670efa6311b5b92dc1740162118c5da4cf09e2ccec42
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,c09061597ed6112ea6d4c2da47b7fab63c21a5a21ae414b2d0f756688e8d746a
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,730a0b21e97612686b51992be5d0cab7dbce088541841e44ceb25522ee83346d
"(3,1,0,0)","(3,1,0,0):iso-00004",296a05d7676f86eb249e0149373e1a3104baff834c29dbb3f1ed69e1549224b7,165,3902f1088708c0ea8696a82a2f49b3407857e55f475c01cb316020a384cf0021
